split,anchor,same,different
train,data/TAMPAR/test/stairs/id_14_20230524_105044.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102040.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105044.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/table/id_19_20230523_190145.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/table/id_29_20230523_185214.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/cubblestone/id_16_20230524_101627.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/cubblestone/id_26_20230524_102904.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/table/id_19_20230523_190141.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/base/id_12_20230523_171611.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105047.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/base/id_16_20230523_172118.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/cubblestone/id_13_20230524_102431.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/base/id_25_20230523_172605.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/table/id_17_20230523_185149.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105054.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/base/id_12_20230523_171611.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/floor/id_28_20230523_190627.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/floor/id_21_20230523_190846.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/floor/id_26_20230523_191258.jpg
train,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/table/id_28_20230523_190031.jpg
train,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/stairs/id_23_20230524_103813.jpg
train,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/base/id_17_20230523_171417.jpg
train,data/TAMPAR/test/table/id_14_20230523_185752.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/base/id_29_20230523_171305.jpg
train,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/table/id_16_20230523_185722.jpg
train,data/TAMPAR/test/table/id_14_20230523_185802.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/floor/id_26_20230524_101130.jpg
train,data/TAMPAR/test/table/id_14_20230523_185807.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102048.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/stairs/id_28_20230524_105027.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/floor/id_16_20230523_191418.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/table/id_20_20230523_185855.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102040.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/cubblestone/id_29_20230524_101722.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_18_20230524_101840.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/base/id_18_20230523_171725.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/base/id_16_20230523_172052.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/base/id_10_20230523_172730.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/base/id_25_20230523_172605.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/base/id_26_20230523_172256.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/base/id_16_20230523_172103.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/table/id_26_20230523_185025.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102048.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/table/id_17_20230523_185157.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/base/id_21_20230523_171817.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/cubblestone/id_16_20230524_101637.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/stairs/id_20_20230524_105151.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/stairs/id_25_20230524_104627.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/stairs/id_25_20230524_104627.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/floor/id_28_20230523_190619.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/floor/id_12_20230523_191104.jpg
train,data/TAMPAR/test/base/id_15_20230523_171906.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102048.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_14_20230523_172514.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/stairs/id_18_20230524_104603.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/stairs/id_12_20230524_103642.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_12_20230523_191108.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/base/id_23_20230523_172828.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/cubblestone/id_26_20230524_102843.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/floor/id_14_20230524_100408.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/table/id_11_20230523_185934.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/floor/id_14_20230524_100408.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/base/id_17_20230523_171412.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/floor/id_23_20230524_100918.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/floor/id_17_20230523_190950.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/cubblestone/id_19_20230524_102824.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/floor/id_23_20230523_191657.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/base/id_18_20230523_171730.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/base/id_13_20230523_172012.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/base/id_25_20230523_172621.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/base/id_29_20230523_171245.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/table/id_13_20230523_185300.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/floor/id_29_20230523_191825.jpg
train,data/TAMPAR/test/base/id_15_20230523_171910.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/table/id_29_20230523_185214.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/base/id_17_20230523_171358.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/carpet/id_04_20230523_155617.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_16_20230523_185722.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_28_20230524_102159.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/base/id_18_20230523_171725.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/base/id_16_20230523_172052.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/cubblestone/id_20_20230524_102636.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/base/id_18_20230523_171725.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/base/id_14_20230523_172532.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/base/id_25_20230523_172550.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/base/id_29_20230523_171249.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/floor/id_13_20230523_191736.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/stairs/id_14_20230524_105101.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/floor/id_16_20230523_191430.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/stairs/id_12_20230524_103655.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/floor/id_14_20230524_100420.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/base/id_28_20230523_172141.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/table/id_14_20230523_185807.jpg
train,data/TAMPAR/test/base/id_15_20230523_171914.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/stairs/id_16_20230524_104216.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/base/id_14_20230523_172509.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_25_20230523_185701.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/table/id_26_20230523_185033.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/floor/id_11_20230523_191344.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/base/id_25_20230523_172603.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/stairs/id_21_20230524_104748.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/base/id_11_20230523_171500.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/base/id_17_20230523_171354.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/stairs/id_13_20230524_103714.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/base/id_28_20230523_172201.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/stairs/id_19_20230524_103907.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/table/id_11_20230523_185934.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/base/id_29_20230523_171310.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/floor/id_25_20230524_100537.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/table/id_18_20230523_185616.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/base/id_21_20230523_171843.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/table/id_26_20230523_185030.jpg
train,data/TAMPAR/test/base/id_15_20230523_171917.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/stairs/id_18_20230524_104609.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_29_20230523_191825.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_12_20230524_102110.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/base/id_20_20230523_172411.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/base/id_10_20230523_172748.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/cubblestone/id_29_20230524_101708.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/cubblestone/id_13_20230524_102411.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/table/id_26_20230523_185040.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/stairs/id_28_20230524_105017.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/floor/id_14_20230523_191152.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/base/id_18_20230523_171725.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/table/id_12_20230523_185403.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/base/id_14_20230523_172509.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/base/id_10_20230523_172734.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/stairs/id_26_20230524_104354.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/base/id_20_20230523_172356.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/stairs/id_16_20230524_104216.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/cubblestone/id_12_20230524_102110.jpg
train,data/TAMPAR/test/base/id_15_20230523_171921.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/base/id_23_20230523_172815.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/floor/id_21_20230523_190846.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/floor/id_21_20230523_190846.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/floor/id_26_20230524_101130.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/table/id_12_20230523_185403.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/base/id_26_20230523_172227.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/base/id_19_20230523_172942.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/base/id_16_20230523_172056.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/base/id_23_20230523_172839.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/stairs/id_29_20230524_104056.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/floor/id_17_20230523_190950.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/stairs/id_29_20230524_104121.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/table/id_11_20230523_185954.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/stairs/id_15_20230524_104322.jpg,data/TAMPAR/test/floor/id_20_20230524_100701.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg,data/TAMPAR/test/cubblestone/id_13_20230524_102435.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_15_20230523_185428.jpg,data/TAMPAR/test/cubblestone/id_20_20230524_102643.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg,data/TAMPAR/test/base/id_21_20230523_171817.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_15_20230523_185440.jpg,data/TAMPAR/test/cubblestone/id_13_20230524_102411.jpg
train,data/TAMPAR/test/base/id_15_20230523_171925.jpg,data/TAMPAR/test/table/id_15_20230523_185449.jpg,data/TAMPAR/test/stairs/id_21_20230524_104741.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg,data/TAMPAR/test/cubblestone/id_28_20230524_102146.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101855.jpg,data/TAMPAR/test/floor/id_26_20230523_191258.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101907.jpg,data/TAMPAR/test/floor/id_12_20230523_191121.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101912.jpg,data/TAMPAR/test/stairs/id_23_20230524_103813.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/cubblestone/id_15_20230524_101917.jpg,data/TAMPAR/test/table/id_17_20230523_185153.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/floor/id_15_20230523_190721.jpg,data/TAMPAR/test/cubblestone/id_17_20230524_102229.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/floor/id_15_20230523_190729.jpg,data/TAMPAR/test/base/id_18_20230523_171737.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/floor/id_15_20230523_190745.jpg,data/TAMPAR/test/carpet/id_07_20230523_155506.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/floor/id_15_20230524_095953.jpg,data/TAMPAR/test/base/id_16_20230523_172118.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/stairs/id_15_20230524_104314.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg
train,data/TAMPAR/test/base/id_15_20230523_171934.jpg,data/TAMPAR/test/stairs/id_15_20230524_104317.jpg,data/TAMPAR/test/cubblestone/id_28_20230524_102159.jpg
